ID;Income;Recency
8895;70596;68
8584;85431;54
2694;42664;44
8910;42586;7
7433;29760;87
164;28973;59
10477;39435;16
2681;65370;1
5150;20194;64
5283;42473;72
9645;64590;98
10678;71232;91
7261;34600;8
9648;46904;20
2870;49094;6
8008;36075;54
1513;60839;72
6173;77298;46
1419;34026;11
9150;48918;21
7960;82122;89
1250;37697;82
9905;34074;69
10691;28520;55
7002;62535;13
2952;36273;80
8439;63404;97
762;75774;27
2831;78416;99
6977;75702;87
6289;59385;85
4168;37070;30
8397;44689;82
9284;53977;21
6237;7144;92
3130;18701;95
1619;90369;2
1990;63159;74
5513;37758;49
269;46757;71
8093;79734;72
10513;63207;68
10177;72071;4
2549;21840;80
5782;58582;15
10057;72282;70
10307;50387;91
8566;32583;10
2415;62568;99
5684;44635;25
8334;33316;34
9166;63967;57
1440;52513;84
78;25293;51
5441;54111;97
5302;78394;13
4687;80739;92
1087;22669;30
6859;29236;30
9860;44911;11
7129;54693;72
5866;48186;39
10521;54809;0
7393;41580;15
7849;80336;12
332;47743;56
9847;62972;39
531;57333;55
9576;32313;60
6906;84953;73
7419;27071;90
3170;68148;86
8527;65735;37
7872;86836;7
9931;4023;29
10595;30093;19
4609;57705;14
5010;25008;72
4427;83257;56
11148;22280;85
1168;72159;62
9595;64260;1
10163;82733;28
2886;74290;70
6710;58217;84
5316;21024;89
9029;70116;73
521;54006;42
1459;69063;16
10241;11448;16
1630;61825;56
3254;70886;65
9064;69109;10
3678;60208;13
4227;32889;78
9467;34738;51
8486;30538;27
2186;82326;30
3286;26642;71
8602;69932;97
3722;44503;83
6715;60200;3
4796;49638;71
9612;23830;3
3766;33051;15
1399;72905;52
1570;69702;8
3426;70300;89
3074;70643;66
8341;30396;22
5180;50616;56
6461;62772;74
7679;30298;48
10702;52413;67
7505;44155;24
5113;86979;67
10858;76532;38
2961;42081;86
2747;67546;90
3010;88420;87
5790;31158;62
6892;61671;23
1743;69719;99
3578;49160;29
8462;24882;52
5558;90933;90
4619;113734;9
8780;59292;71
10789;45759;13
10779;22148;16
5896;73395;94
2337;29819;77
10951;45688;20
544;62820;51
17;60491;81
10680;33235;71
3265;35701;36
5623;31535;95
5832;92556;32
5544;67384;32
6417;80573;85
5831;77870;93
7101;52278;24
10176;57107;44
2326;18929;15
4385;36038;82
2929;20180;27
10686;34230;72
2546;31878;7
3283;70932;57
3138;91249;84
4994;77598;53
7966;80982;48
3112;22701;2
10872;55212;65
2181;70617;45
1867;64849;42
1518;62694;29
5734;61917;83
2878;67472;93
1458;21059;40
7007;29543;47
6200;75903;50
1403;34984;40
4827;54998;3
6250;54356;62
9291;34242;25
2478;25410;48
1139;73356;56
5138;28320;68
5393;23763;64
10413;72570;67
5015;34529;94
10868;70792;82
10676;63211;3
2495;83891;24
7842;36065;54
9955;39898;20
6663;51141;96
2162;56939;19
3434;80872;60
7919;72335;2
5626;61798;13
6428;76842;37
8514;29478;59
10448;46998;55
2109;96843;60
7530;56551;48
8925;70053;38
3009;71670;8
6355;44359;19
3517;40887;32
1158;48877;27
6203;74485;58
7165;64474;59
3595;77226;29
8537;72643;60
4331;85738;41
6281;55686;27
4338;39062;28
2452;34600;8
9507;40794;18
8360;54690;76
10311;4428;0
5117;32632;32
4867;38236;2
9289;36781;16
10913;31385;56
3032;24570;97
8524;25509;15
3334;94642;35
4470;58646;3
1406;53201;49
8619;21994;4
10821;57113;45
4552;51373;37
898;23477;39
9797;58116;38
10949;72968;8
8212;39791;89
6248;91712;47
10164;94472;75
4547;13672;86
6815;96547;4
4122;79205;73
10841;56559;46
5370;32644;38
176;67506;73
4860;24206;66
10757;28420;36
4023;22979;29
6679;33279;29
9923;46423;6
7181;30368;97
3599;63684;61
405;41638;68
6870;68805;73
832;65814;90
2002;71964;81
3657;39146;1
500;96876;79
1951;34445;92
3262;68281;31
4102;37284;46
7042;36790;14
10598;27943;89
255;22263;31
2375;30261;75
9829;28587;42
6214;43815;53
4954;48195;53
7861;77027;23
4837;71322;57
9423;32765;49
4198;29672;6
153;23272;29
9323;49912;5
10001;7500;98
3945;68117;80
3799;67225;4
8625;17649;70
3491;55914;32
983;40059;82
9119;60905;27
4786;75330;94
5872;60689;23
6568;38680;97
5628;61416;25
5631;49767;92
4974;83273;98
8416;29009;19
5454;45057;80
4095;37150;80
5474;43020;79
4268;53154;50
10701;65308;60
3507;76467;44
2079;81044;0
626;32871;28
4426;55801;35
2591;76320;49
10509;36927;46
6382;48794;97
6673;23478;51
7441;71128;80
1071;70179;10
10061;59462;29
7187;;52
8775;38361;74
1612;;82
2345;70038;54
322;42554;93
10897;67445;63
123;67046;92
6103;42192;40
7899;77610;70
10500;31761;96
1655;34350;81
2406;54591;63
2712;71866;85
5517;25293;51
10643;42000;23
2254;69520;95
10281;64713;11
6958;27889;42
954;22123;77
5079;;82
10339;;83
4643;27803;40
3117;;95
6497;51651;32
5396;68487;48
5250;;75
1052;56796;24
2802;87000;61
6343;79823;6
6507;30828;16
7901;34109;39
4865;53367;2
2686;22390;49
3107;71322;31
7734;79244;58
1146;49912;5
11031;48699;90
7428;80144;47
975;54252;25
1103;81929;60
3422;76068;67
1055;53204;40
6544;67911;63
1241;14796;1
2909;78128;89
5802;14188;40
1407;20425;5
6183;58646;3
340;72967;1
5991;48150;24
3104;82332;89
9729;58275;48
1008;44953;31
11091;34587;68
3969;43018;46
1916;45736;92
9907;66476;80
87;27733;16
8659;69805;50
6262;72217;93
6147;25818;51
8832;37509;24
10067;25176;79
7532;43586;26
4915;53230;86
2115;50116;68
2088;84906;98
2493;61286;34
6292;82333;60
1631;65220;3
10104;33590;65
3006;30992;83
3919;72309;64
11181;156924;85
642;16005;69
4369;65487;48
10127;58692;21
271;40590;30
4973;20587;39
2948;62637;76
2715;29435;11
10432;19346;26
9216;35788;34
7124;36997;72
9727;23539;13
5136;65333;58
9790;78499;12
1818;29732;23
1100;41275;33
7873;63516;30
10609;42769;15
6950;49572;25
7233;69209;4
9481;17148;80
7699;40590;30
2711;30560;6
8933;32146;16
8726;41713;57
1515;34176;9
5186;58482;59
10157;59686;78
5667;60896;90
902;62994;74
977;47320;10
7313;74859;63
7600;15253;13
9706;31560;98
2429;72071;4
3520;91172;94
10394;90000;91
4548;41967;66
9362;69263;14
3968;65706;77
4084;60934;41
6721;71965;21
2829;65210;25
1772;79174;2
1544;81380;51
492;48432;3
4377;52914;32
4541;38946;84
1321;26067;49
8858;44325;69
3266;42523;96
11187;26487;23
8207;53233;18
9723;67716;8
2666;76234;21
5721;84117;60
10652;65487;48
1646;25224;36
4418;89616;36
2656;40851;63
7990;27469;2
8722;82347;38
7118;73803;61
2980;8820;52
1839;43322;25
10722;55593;63
2632;50501;10
9014;37085;65
7620;16185;71
10968;57731;0
11133;48432;3
2736;73807;88
1876;18929;15
5959;35893;80
1092;61014;17
4333;32144;76
3850;14918;52
6168;45146;28
607;41769;31
10469;88325;42
6983;38054;24
3661;80617;42
9303;5305;12
692;36807;88
736;28427;67
9589;82032;54
4838;22775;40
9246;40101;73
6261;58025;81
7366;75777;12
10659;7500;7
1448;33562;33
4286;57642;24
4749;58554;55
4478;63777;87
4201;57967;39
8720;;53
10084;24434;9
7004;11012;82
9817;44802;71
8080;26816;50
9432;666666;23
8372;34421;81
10870;61223;46
4001;64014;56
7270;56981;91
8235;69245;8
9405;52869;40
